movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
7051,"What's New, Pussycat (1965)",1965,0.5431034482758621,Comedy,comedy,,comedy,59903,3681,2,3.5
7052,Mary of Scotland (1936),1936,0.29310344827586204,Drama,drama,,drama,27948,43875,1,3.0
7053,Roberta (1935),1935,0.28448275862068967,Comedy|Musical|Romance,comedy musical romance,astaire and rogers,comedy musical romance astaire and rogers,26942,31798,1,4.0
7054,Little Women (1949),1949,0.4051724137931034,Drama,drama,,drama,41594,43436,2,3.5
7055,Swing Time (1936),1936,0.29310344827586204,Comedy|Musical|Romance,comedy musical romance,astaire and rogers,comedy musical romance astaire and rogers,28333,20325,1,4.0
7056,"Public Enemy, The (1931)",1931,0.25,Action|Crime|Drama,action crime drama,,action crime drama,22286,17687,2,4.25
7057,"Midsummer Night's Dream, A (1935)",1935,0.28448275862068967,Comedy|Fantasy|Romance,comedy fantasy romance,,comedy fantasy romance,26714,19075,1,3.5
7058,Life with Father (1947),1947,0.3879310344827586,Comedy,comedy,,comedy,39566,41465,1,3.5
7059,National Velvet (1944),1944,0.3620689655172414,Children|Drama,children drama,horses,children drama horses,37120,17641,2,3.75
7060,Jesus Christ Superstar (1973),1973,0.6120689655172413,Drama|Musical,drama musical,,drama musical,70239,12545,3,4.0
7061,Dark Victory (1939),1939,0.31896551724137934,Drama|Romance,drama romance,terminal illness,drama romance terminal illness,31210,27972,1,4.0
7062,Birdman of Alcatraz (1962),1962,0.5172413793103449,Drama,drama,birds prison,drama birds prison,55798,898,1,4.0
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",1972,0.603448275862069,Adventure|Drama,adventure drama,,adventure drama,68182,2000,8,4.0
7064,Beauty and the Beast (La belle et la bête) (1946),1946,0.3793103448275862,Drama|Fantasy,drama fantasy,,drama fantasy,38348,648,6,3.25
7065,"Birth of a Nation, The (1915)",1915,0.11206896551724138,Drama|War,drama war,,drama war,4972,618,1,2.0
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),1965,0.5431034482758621,Comedy|Drama|Fantasy|Romance,comedy drama fantasy romance,,comedy drama fantasy romance,59229,19120,2,3.25
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",1971,0.5948275862068966,Drama,drama,in netflix queue shakespeare,drama in netflix queue shakespeare,67372,11316,4,3.5
7070,Red River (1948),1948,0.39655172413793105,Action|Adventure|Western,action adventure western,cattle drive,action adventure western cattle drive,40724,3089,1,4.0
7071,"Woman Under the Influence, A (1974)",1974,0.6206896551724138,Drama,drama,in netflix queue,drama in netflix queue,72417,29845,1,5.0
7072,Stagecoach (1939),1939,0.31896551724137934,Action|Drama|Romance|Western,action drama romance western,,action drama romance western,31971,995,3,3.5
7073,"Shot in the Dark, A (1964)",1964,0.5344827586206896,Comedy|Crime|Mystery,comedy crime mystery,clousseau,comedy crime mystery clousseau,58586,1594,1,2.5
7074,"Navigator, The (1924)",1924,0.1896551724137931,Comedy,comedy,,comedy,15163,32318,1,3.5
7075,"Court Jester, The (1956)",1956,0.46551724137931033,Adventure|Comedy|Musical,adventure comedy musical,,adventure comedy musical,49096,11839,1,3.5
7076,Bullitt (1968),1968,0.5689655172413793,Action|Crime|Drama|Thriller,action crime drama thriller,,action crime drama thriller,62765,916,8,3.875
7078,Jezebel (1938),1938,0.3103448275862069,Drama,drama,bette davis oscar (best actress),drama bette davis oscar (best actress),30287,1976,3,3.8333
7079,"Hunchback of Notre Dame, The (1939)",1939,0.31896551724137934,Drama,drama,disability,drama disability,31455,31685,2,3.5
7080,42nd Street (1933),1933,0.2672413793103448,Drama|Musical|Romance,drama musical romance,,drama musical romance,24034,3062,3,4.0
7082,That Touch of Mink (1962),1962,0.5172413793103449,Comedy|Romance,comedy romance,,comedy romance,56575,12708,2,3.75
7083,Sweet Dreams (1985),1985,0.7155172413793104,Drama,drama,,drama,90110,42045,1,3.0
7084,"Play It Again, Sam (1972)",1972,0.603448275862069,Comedy|Romance,comedy romance,,comedy romance,69097,11610,4,3.75
7085,Send Me No Flowers (1964),1964,0.5344827586206896,Comedy|Romance,comedy romance,,comedy romance,58571,4939,2,3.25
7086,Pygmalion (1938),1938,0.3103448275862069,Comedy|Drama,comedy drama,george bernard shaw,comedy drama george bernard shaw,30637,25016,1,3.5
7087,"Passage to India, A (1984)",1984,0.7068965517241379,Adventure|Drama,adventure drama,e.m. forster,adventure drama e.m. forster,87892,15927,2,4.0
7088,Black Orpheus (Orfeu Negro) (1959),1959,0.49137931034482757,Drama|Romance,drama romance,in netflix queue,drama romance in netflix queue,53146,40423,1,4.0
7089,Amarcord (1973),1973,0.6120689655172413,Comedy|Drama,comedy drama,,comedy drama,71129,7857,2,4.0
7090,Hero (Ying xiong) (2002),2002,0.8620689655172413,Action|Adventure|Drama,action adventure drama,martial arts,action adventure drama martial arts,299977,79,38,3.9211
7091,Horse Feathers (1932),1932,0.25862068965517243,Comedy,comedy,marx brothers,comedy marx brothers,23027,13912,2,4.0
7092,Anna Karenina (1935),1935,0.28448275862068967,Drama|Romance,drama romance,,drama romance,26071,70881,2,3.5
7093,"Front Page, The (1974)",1974,0.6206896551724138,Comedy,comedy,,comedy,71524,987,2,3.75
7096,Rivers and Tides (2001),2001,0.853448275862069,Documentary,documentary,,documentary,307385,30140,1,5.0
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),1984,0.7068965517241379,Adventure|Animation|Drama|Fantasy|Sci-Fi,adventure animation drama fantasy scifi,,adventure animation drama fantasy scifi,87544,81,23,4.0
7101,Doc Hollywood (1991),1991,0.7672413793103449,Comedy|Romance,comedy romance,,comedy romance,101745,11821,6,3.0
7102,Dragnet (1987),1987,0.7327586206896551,Comedy|Crime|Drama,comedy crime drama,,comedy crime drama,92925,10023,4,2.5
7103,Madhouse (1990),1990,0.7586206896551724,Comedy,comedy,,comedy,100087,51036,1,3.5
7104,1941 (1979),1979,0.6637931034482759,Comedy|War,comedy war,,comedy war,78723,11519,3,2.6667
7107,Foul Play (1978),1978,0.6551724137931034,Comedy|Thriller,comedy thriller,,comedy thriller,77578,15659,2,2.75
7108,Crime Story (Zhong an zu) (1993),1993,0.7844827586206896,Action|Crime|Drama,action crime drama,,action crime drama,108656,18857,2,3.25
7109,Beyond the Clouds (Al di là delle nuvole) (1996),1996,0.8103448275862069,Drama|Romance,drama romance,,drama romance,114086,33517,1,3.0
7114,"Collector, The (1965)",1965,0.5431034482758621,Drama|Horror|Thriller,drama horror thriller,,drama horror thriller,59043,42740,1,0.5
7115,Deep Red (Profondo rosso) (1975),1975,0.6293103448275862,Horror|Mystery|Thriller,horror mystery thriller,,horror mystery thriller,73582,20126,5,2.6
7116,Diabolique (Les diaboliques) (1955),1955,0.45689655172413796,Horror|Mystery|Thriller,horror mystery thriller,,horror mystery thriller,46911,827,4,3.125
7117,Leprechaun (1993),1993,0.7844827586206896,Comedy|Horror,comedy horror,,comedy horror,107387,11811,5,2.3
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),1987,0.7327586206896551,Animation|Drama|Sci-Fi|War,animation drama scifi war,,animation drama scifi war,93207,20043,2,3.75
7121,Adam's Rib (1949),1949,0.4051724137931034,Comedy|Romance,comedy romance,hepburn and tracy,comedy romance hepburn and tracy,41090,25431,4,4.75
7122,King of Hearts (1966),1966,0.5517241379310345,Comedy|Drama|War,comedy drama war,,comedy drama war,60908,17685,1,5.0
7123,Naked Lunch (1991),1991,0.7672413793103449,Drama|Fantasy|Mystery|Sci-Fi,drama fantasy mystery scifi,,drama fantasy mystery scifi,102511,2742,9,3.4444
7124,Grass (1999),1999,0.8362068965517241,Documentary,documentary,,documentary,214730,22010,3,3.1667
7125,Spring Forward (1999),1999,0.8362068965517241,Drama,drama,,drama,156096,51145,1,2.0
7127,Run (1991),1991,0.7672413793103449,Action|Drama|Thriller,action drama thriller,,action drama thriller,102818,48129,1,3.5
7131,"Summer Place, A (1959)",1959,0.49137931034482757,Drama,drama,,drama,53320,18904,1,3.0
7132,"Night at the Opera, A (1935)",1935,0.28448275862068967,Comedy|Musical|Romance,comedy musical romance,marx brothers opera,comedy musical romance marx brothers opera,26778,37719,9,4.1111
7134,"Element of Crime, The (Forbrydelsens Element) (1984)",1984,0.7068965517241379,Drama|Thriller,drama thriller,,drama thriller,87280,9063,1,4.0
7137,"Cooler, The (2003)",2003,0.8706896551724138,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,318374,10744,10,3.55
7139,In America (2002),2002,0.8620689655172413,Drama|Romance,drama romance,immigrants,drama romance immigrants,298845,10511,7,3.8571
7141,My Flesh and Blood (2003),2003,0.8706896551724138,Documentary,documentary,in netflix queue,documentary in netflix queue,342804,22289,1,4.0
7142,Honey (2003),2003,0.8706896551724138,Drama|Romance,drama romance,,drama romance,322589,10028,3,3.0
7143,"Last Samurai, The (2003)",2003,0.8706896551724138,Action|Adventure|Drama|War,action adventure drama war,,action adventure drama war,325710,616,62,3.9032
7147,Big Fish (2003),2003,0.8706896551724138,Drama|Fantasy|Romance,drama fantasy romance,dreamlike sentimental surreal tim burton,drama fantasy romance dreamlike sentimental surreal tim burton,319061,587,69,3.8333
7149,Something's Gotta Give (2003),2003,0.8706896551724138,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,337741,6964,17,3.6471
7150,Stuck on You (2003),2003,0.8706896551724138,Comedy,comedy,,comedy,338466,1792,10,2.8
7151,Girl with a Pearl Earring (2003),2003,0.8706896551724138,Drama|Romance,drama romance,,drama romance,335119,3635,12,3.375
7153,"Lord of the Rings: The Return of the King, The (2003)",2003,0.8706896551724138,Action|Adventure|Drama|Fantasy,action adventure drama fantasy,adventure ensemble cast fantasy fantasy world great soundtrack lord of the rings scenic stylized tolkien tolkein,action adventure drama fantasy adventure ensemble cast fantasy fantasy world great soundtrack lord of the rings scenic stylized tolkien tolkein,167260,122,185,4.1189
7154,Mona Lisa Smile (2003),2003,0.8706896551724138,Drama|Romance,drama romance,,drama romance,304415,11820,10,2.8
7155,Calendar Girls (2003),2003,0.8706896551724138,Comedy,comedy,,comedy,337909,8696,8,2.625
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",2003,0.8706896551724138,Documentary|War,documentary war,vietnam,documentary war vietnam,317910,12698,13,4.3077
7158,House of Sand and Fog (2003),2003,0.8706896551724138,Drama,drama,real estate,drama real estate,315983,11093,9,3.7778
7160,Monster (2003),2003,0.8706896551724138,Crime|Drama,crime drama,serial killer,crime drama serial killer,340855,504,17,3.5294
7161,Cheaper by the Dozen (2003),2003,0.8706896551724138,Children|Comedy,children comedy,,children comedy,349205,11007,8,1.9375
7162,Cold Mountain (2003),2003,0.8706896551724138,Drama|Romance|War,drama romance war,civil war,drama romance war civil war,159365,2289,12,3.2917
7163,Paycheck (2003),2003,0.8706896551724138,Action|Sci-Fi|Thriller,action scifi thriller,,action scifi thriller,338337,9620,17,2.9118
7164,Peter Pan (2003),2003,0.8706896551724138,Action|Adventure|Children|Fantasy,action adventure children fantasy,,action adventure children fantasy,316396,10601,6,3.0833
7165,"Company, The (2003)",2003,0.8706896551724138,Drama|Musical,drama musical,,drama musical,335013,52036,1,3.0
7167,Japanese Story (2003),2003,0.8706896551724138,Drama,drama,,drama,304229,13433,1,3.0
7169,Chasing Liberty (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,360139,14844,8,3.9375
7171,Aileen: Life and Death of a Serial Killer (2003),2003,0.8706896551724138,Documentary,documentary,,documentary,364930,37088,2,3.5
7173,Along Came Polly (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,343135,5966,24,3.0417
7175,Torque (2004),2004,0.8793103448275862,Action|Crime,action crime,,action crime,329691,10718,2,2.25
7176,Crimson Gold (Talaye sorgh) (2003),2003,0.8706896551724138,Drama,drama,,drama,371280,40427,1,3.5
7177,Osama (2003),2003,0.8706896551724138,Drama,drama,,drama,368913,14757,1,3.5
7178,"Great Gatsby, The (1974)",1974,0.6206896551724138,Drama,drama,,drama,71577,11034,1,3.0
7179,Wuthering Heights (1992),1992,0.7758620689655172,Drama|Romance,drama romance,,drama romance,104181,25095,1,2.5
7181,Ship of Fools (1965),1965,0.5431034482758621,Drama,drama,,drama,59712,30080,1,3.5
7184,This Property is Condemned (1966),1966,0.5517241379310345,Drama|Romance,drama romance,,drama romance,61089,65012,1,4.5
7190,Jane Eyre (1970),1970,0.5862068965517241,Drama,drama,charlotte bronte,drama charlotte bronte,65911,131313,1,3.5
7191,Blame It on the Bellboy (1992),1992,0.7758620689655172,Comedy,comedy,,comedy,103827,34151,1,2.0
7192,Only the Strong (1993),1993,0.7844827586206896,Action,action,,action,107750,15797,2,3.0
7193,"Adventures of Ford Fairlane, The (1990)",1990,0.7586206896551724,Action|Comedy,action comedy,,action comedy,98987,9548,2,3.0
7202,Beyond Re-Animator (2003),2003,0.8706896551724138,Horror,horror,,horror,222812,11429,1,3.0
7205,"Wind and the Lion, The (1975)",1975,0.6293103448275862,Adventure,adventure,,adventure,73906,14815,1,3.0
7206,Mon Oncle (My Uncle) (1958),1958,0.4827586206896552,Comedy,comedy,,comedy,50706,427,3,3.8333
7208,Dr. Jekyll and Mr. Hyde (1941),1941,0.33620689655172414,Drama|Horror,drama horror,,drama horror,33553,3022,2,3.75
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",1953,0.4396551724137931,Comedy,comedy,,comedy,46487,778,3,3.5
7211,People Will Talk (1951),1951,0.4224137931034483,Comedy|Romance,comedy romance,,comedy romance,43915,23152,1,3.5
7212,I Was a Male War Bride (1949),1949,0.4051724137931034,Comedy|Romance,comedy romance,cross dressing men in drag,comedy romance cross dressing men in drag,41498,23567,2,4.25
7215,To Have and Have Not (1944),1944,0.3620689655172414,Adventure|Drama|Romance|Thriller|War,adventure drama romance thriller war,,adventure drama romance thriller war,37382,22584,4,3.5
7216,High Sierra (1941),1941,0.33620689655172414,Crime|Drama|Film-Noir|Thriller,crime drama filmnoir thriller,,crime drama filmnoir thriller,33717,27725,3,4.1667
7217,Dark Passage (1947),1947,0.3879310344827586,Crime|Drama|Film-Noir|Romance|Thriller,crime drama filmnoir romance thriller,amnesia,crime drama filmnoir romance thriller amnesia,39302,16227,1,4.0
7218,"Ox-Bow Incident, The (1943)",1943,0.35344827586206895,Drama|Western,drama western,in netflix queue,drama western in netflix queue,36244,980,1,4.5
7219,They Drive by Night (1940),1940,0.3275862068965517,Drama,drama,truckers,drama truckers,33149,16933,1,4.0
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),1938,0.3103448275862069,Comedy|Drama,comedy drama,,comedy drama,28346,37833,2,3.25
7223,D.O.A. (1950),1950,0.41379310344827586,Drama|Film-Noir|Mystery,drama filmnoir mystery,,drama filmnoir mystery,42369,18995,1,2.5
7225,Pumping Iron (1977),1977,0.646551724137931,Documentary,documentary,,documentary,76578,5205,3,3.6667
7228,Cool World (1992),1992,0.7758620689655172,Animation|Comedy|Fantasy,animation comedy fantasy,,animation comedy fantasy,104009,14239,4,2.5
7234,"Strada, La (1954)",1954,0.4482758620689655,Drama,drama,circus,drama circus,47528,405,6,4.25
7235,Ichi the Killer (Koroshiya 1) (2001),2001,0.853448275862069,Action|Comedy|Crime|Drama|Horror|Thriller,action comedy crime drama horror thriller,,action comedy crime drama horror thriller,296042,9696,6,3.4167
7236,"Boy and His Dog, A (1975)",1975,0.6293103448275862,Sci-Fi,scifi,,scifi,72730,4917,3,4.0
7238,Ashes and Diamonds (Popiól i diament) (1958),1958,0.4827586206896552,Drama|War,drama war,,drama war,52080,5055,1,4.0
7243,Intolerance: Love's Struggle Throughout the Ages (1916),1916,0.1206896551724138,Drama,drama,,drama,6864,3059,1,3.5
7245,Tormented (1960),1960,0.5,Horror|Thriller,horror thriller,,horror thriller,54393,28586,1,1.0
7247,Chitty Chitty Bang Bang (1968),1968,0.5689655172413793,Adventure|Children|Comedy|Fantasy|Musical,adventure children comedy fantasy musical,,adventure children comedy fantasy musical,62803,11708,11,3.4545
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",2001,0.853448275862069,Action|Adventure|Drama|War,action adventure drama war,,action adventure drama war,290879,27329,1,3.5
7251,Where the Day Takes You (1992),1992,0.7758620689655172,Drama,drama,,drama,105810,17736,1,4.0
7254,The Butterfly Effect (2004),2004,0.8793103448275862,Drama|Sci-Fi|Thriller,drama scifi thriller,alternate reality sci-fi science fiction time travel,drama scifi thriller alternate reality sci-fi science fiction time travel,289879,1954,46,3.6304
7255,Win a Date with Tad Hamilton! (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,335559,13476,8,2.8125
7256,Touching the Void (2003),2003,0.8706896551724138,Adventure|Documentary,adventure documentary,mountain climbing,adventure documentary mountain climbing,379557,11194,8,4.0
7257,"Big Bounce, The (2004)",2004,0.8793103448275862,Comedy|Crime|Thriller,comedy crime thriller,,comedy crime thriller,315824,12634,4,2.0
7258,"Perfect Score, The (2004)",2004,0.8793103448275862,Comedy|Crime,comedy crime,,comedy crime,314498,13505,4,2.75
7259,You Got Served (2004),2004,0.8793103448275862,Drama|Musical,drama musical,,drama musical,365957,14114,4,2.125
7260,Latter Days (2003),2003,0.8706896551724138,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,345551,15708,1,3.5
7261,Barbershop 2: Back in Business (2004),2004,0.8793103448275862,Comedy,comedy,,comedy,337579,21301,3,2.1667
7262,Catch That Kid (2004),2004,0.8793103448275862,Action|Adventure|Children|Comedy|Crime,action adventure children comedy crime,,action adventure children comedy crime,337917,20483,1,2.0
7263,Miracle (2004),2004,0.8793103448275862,Drama,drama,,drama,349825,14292,10,3.35
7264,An Amazing Couple (2002),2002,0.8620689655172413,Comedy|Romance,comedy romance,,comedy romance,234940,44539,1,4.0
7265,"Dreamers, The (2003)",2003,0.8706896551724138,Drama,drama,,drama,309987,1278,13,3.7308
7266,"Lost Skeleton of Cadavra, The (2002)",2002,0.8620689655172413,Comedy|Horror|Sci-Fi,comedy horror scifi,,comedy horror scifi,307109,18841,1,4.0
7282,"Hip Hop Witch, Da (2000)",2000,0.8448275862068966,Comedy|Horror|Thriller,comedy horror thriller,,comedy horror thriller,245943,76176,1,1.0
7285,Thirteen (2003),2003,0.8706896551724138,Drama,drama,adolescence,drama adolescence,328538,11023,9,3.6111
7292,Best Defense (1984),1984,0.7068965517241379,Comedy|War,comedy war,,comedy war,86955,11221,1,2.5
7293,50 First Dates (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,343660,1824,47,3.5532
7294,Welcome to Mooseport (2004),2004,0.8793103448275862,Comedy,comedy,,comedy,361925,16784,4,3.25
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),2003,0.8706896551724138,Comedy|Drama,comedy drama,,comedy drama,323872,11083,3,3.6667
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),2003,0.8706896551724138,Drama,drama,,drama,329388,337,3,3.6667
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1951,0.4224137931034483,Drama,drama,priest religion,drama priest religion,42619,43376,3,3.5
7302,"Thief of Bagdad, The (1924)",1924,0.1896551724137931,Action|Adventure|Fantasy,action adventure fantasy,,action adventure fantasy,15400,28963,1,3.5
7303,The Diary of Anne Frank (1959),1959,0.49137931034482757,Drama|War,drama war,,drama war,52738,2576,4,4.0
7304,Allegro non troppo (1977),1977,0.646551724137931,Animation|Comedy|Fantasy|Musical,animation comedy fantasy musical,,animation comedy fantasy musical,74121,22561,1,4.0
7305,Black Widow (1987),1987,0.7327586206896551,Crime|Drama|Mystery|Thriller,crime drama mystery thriller,,crime drama mystery thriller,90738,19345,2,2.5
7306,"Herod's Law (Ley de Herodes, La) (2000)",2000,0.8448275862068966,Comedy|Crime|Mystery,comedy crime mystery,,comedy crime mystery,221344,14430,1,3.0
7307,Flesh & Blood (1985),1985,0.7155172413793104,Action|Adventure|Drama|War,action adventure drama war,,action adventure drama war,89153,12775,2,3.0
7308,King Solomon's Mines (1985),1985,0.7155172413793104,Adventure|Comedy,adventure comedy,,adventure comedy,89421,9838,1,2.5
7310,Raw Deal (1986),1986,0.7241379310344828,Action,action,,action,91828,2099,3,3.3333
7311,"Goodbye, Mr. Chips (1939)",1939,0.31896551724137934,Drama|Romance,drama romance,,drama romance,31385,42852,3,3.6667
7312,"Follow Me, Boys! (1966)",1966,0.5517241379310345,Comedy|Drama,comedy drama,,comedy drama,60420,40454,1,0.5
7315,Against the Ropes (2004),2004,0.8793103448275862,Comedy|Drama,comedy drama,,comedy drama,312329,8842,2,2.0
7316,Confessions of a Teenage Drama Queen (2004),2004,0.8793103448275862,Comedy,comedy,,comedy,361467,11132,4,2.375
7317,EuroTrip (2004),2004,0.8793103448275862,Adventure|Comedy,adventure comedy,,adventure comedy,356150,9352,15,3.1333
7318,"Passion of the Christ, The (2004)",2004,0.8793103448275862,Drama,drama,religion,drama religion,335345,615,13,2.6154
7319,Club Dread (2004),2004,0.8793103448275862,Comedy|Horror,comedy horror,,comedy horror,331953,11217,6,2.0833
7320,Dirty Dancing: Havana Nights (2004),2004,0.8793103448275862,Romance,romance,,romance,338096,10677,5,3.4
7321,Twisted (2004),2004,0.8793103448275862,Thriller,thriller,,thriller,315297,13572,2,2.75
7323,"Good bye, Lenin! (2003)",2003,0.8706896551724138,Comedy|Drama,comedy drama,cold war,comedy drama cold war,301357,338,23,3.8043
7324,Hidalgo (2004),2004,0.8793103448275862,Adventure|Drama,adventure drama,,adventure drama,317648,2023,11,3.3182
7325,Starsky & Hutch (2004),2004,0.8793103448275862,Action|Comedy|Crime|Thriller,action comedy crime thriller,,action comedy crime thriller,335438,9384,21,3.2857
7326,"Reckoning, The (2004)",2004,0.8793103448275862,Crime|Drama,crime drama,,crime drama,258816,25935,1,3.5
7327,Persona (1966),1966,0.5517241379310345,Drama,drama,,drama,60827,797,6,3.75
7328,"Passion of Anna, The (Passion, En) (1969)",1969,0.5775862068965517,Drama,drama,,drama,64793,42602,1,3.5
7333,"Corbeau, Le (Raven, The) (1943)",1943,0.35344827586206895,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,35753,29084,2,4.25
7335,Pickup on South Street (1953),1953,0.4396551724137931,Film-Noir,filmnoir,,filmnoir,46187,25955,1,4.0
7336,"Damned, The (La Caduta degli dei) (1969)",1969,0.5775862068965517,Drama|War,drama war,,drama war,64118,41876,1,3.5
7340,Just One of the Guys (1985),1985,0.7155172413793104,Comedy,comedy,,comedy,89393,24548,4,2.75
7344,"Wrong Arm of the Law, The (1963)",1963,0.5258620689655172,Comedy|Crime,comedy crime,,comedy crime,56704,42989,1,3.5
7345,Agent Cody Banks 2: Destination London (2004),2004,0.8793103448275862,Action|Adventure|Children|Comedy,action adventure children comedy,,action adventure children comedy,358349,17047,1,4.0
7346,"Girl Next Door, The (2004)",2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,265208,10591,20,3.125
7347,Secret Window (2004),2004,0.8793103448275862,Mystery|Thriller,mystery thriller,,mystery thriller,363988,1586,15,3.3
7348,Spartan (2004),2004,0.8793103448275862,Thriller,thriller,,thriller,360009,11169,3,3.5
7349,Broken Wings (Knafayim Shvurot) (2002),2002,0.8620689655172413,Drama,drama,,drama,317842,49689,1,3.0
7352,Wilbur Wants to Kill Himself (2002),2002,0.8620689655172413,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,329767,156,2,4.0
7354,Mad Dog and Glory (1993),1993,0.7844827586206896,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,107473,10433,3,3.3333
7357,Peyton Place (1957),1957,0.47413793103448276,Drama|Romance,drama romance,,drama romance,50839,43236,1,3.5
7360,Dawn of the Dead (2004),2004,0.8793103448275862,Action|Drama|Horror|Thriller,action drama horror thriller,,action drama horror thriller,363547,924,16,3.9062
7361,Eternal Sunshine of the Spotless Mind (2004),2004,0.8793103448275862,Drama|Romance|Sci-Fi,drama romance scifi,alternate reality memory thought-provoking jim carrey cult film imagination love surreal arthouse artistic atmospheric beautiful bittersweet colourful comedy dreamlike emotional feel-good happpiness humane insightful intelligent lovely melancholy mind-bending philosophy quirky quirky romantic romantic surrealism,drama romance scifi alternate reality memory thought-provoking jim carrey cult film imagination love surreal arthouse artistic atmospheric beautiful bittersweet colourful comedy dreamlike emotional feel-good happpiness humane insightful intelligent lovely melancholy mind-bending philosophy quirky quirky romantic romantic surrealism,338013,38,131,4.1603
7362,Taking Lives (2004),2004,0.8793103448275862,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,364045,11081,4,3.25
7364,Intermission (2003),2003,0.8706896551724138,Comedy|Crime|Drama,comedy crime drama,,comedy crime drama,332658,16941,1,4.0
7366,Jersey Girl (2004),2004,0.8793103448275862,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,300051,9541,8,2.9375
7367,"Ladykillers, The (2004)",2004,0.8793103448275862,Comedy|Crime,comedy crime,,comedy crime,335245,5516,14,2.5714
7368,Never Die Alone (2004),2004,0.8793103448275862,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,354766,20304,1,3.5
7369,Scooby-Doo 2: Monsters Unleashed (2004),2004,0.8793103448275862,Action|Adventure|Children|Comedy|Mystery,action adventure children comedy mystery,,action adventure children comedy mystery,331632,11024,4,2.25
7371,Dogville (2003),2003,0.8706896551724138,Drama|Mystery|Thriller,drama mystery thriller,grace,drama mystery thriller grace,276919,553,20,4.025
7372,Ned Kelly (2003),2003,0.8706896551724138,Drama,drama,,drama,277941,10544,1,3.0
7373,Hellboy (2004),2004,0.8793103448275862,Action|Adventure|Fantasy|Horror,action adventure fantasy horror,,action adventure fantasy horror,167190,1487,41,3.378
7375,"Prince & Me, The (2004)",2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,337697,11137,7,3.0714
7376,Walking Tall (2004),2004,0.8793103448275862,Action,action,,action,351977,11358,6,3.0
7377,"United States of Leland, The (2003)",2003,0.8706896551724138,Crime|Drama,crime drama,,crime drama,301976,13573,1,3.5
7379,The Alamo (2004),2004,0.8793103448275862,Drama|War|Western,drama war western,,drama war western,318974,10733,6,3.5
7380,Ella Enchanted (2004),2004,0.8793103448275862,Comedy|Fantasy|Romance,comedy fantasy romance,,comedy fantasy romance,327679,14442,7,3.3571
7381,"Whole Ten Yards, The (2004)",2004,0.8793103448275862,Action|Comedy|Crime,action comedy crime,,action comedy crime,327247,2122,7,3.1429
7382,I'm Not Scared (Io non ho paura) (2003),2003,0.8706896551724138,Drama|Mystery|Thriller,drama mystery thriller,adolescence crime for katie,drama mystery thriller adolescence crime for katie,326977,25300,2,4.25
7386,"Ten Commandments, The (1956)",1956,0.46551724137931033,Adventure|Drama,adventure drama,,adventure drama,49833,6844,4,3.75
7387,Dawn of the Dead (1978),1978,0.6551724137931034,Action|Drama|Horror,action drama horror,,action drama horror,77402,923,20,3.975
7390,Prey for Rock & Roll (2003),2003,0.8706896551724138,Drama|Musical,drama musical,,drama musical,307351,28026,1,1.5
7394,Those Magnificent Men in Their Flying Machines (1965),1965,0.5431034482758621,Action|Adventure|Comedy,action adventure comedy,,action adventure comedy,59797,10338,1,2.5
7395,Cheaper by the Dozen (1950),1950,0.41379310344827586,Comedy|Drama,comedy drama,,comedy drama,42327,33839,2,2.75
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),1973,0.6120689655172413,Drama,drama,,drama,70644,133919,7,4.0
7411,Munchies (1987),1987,0.7327586206896551,Comedy|Horror,comedy horror,,comedy horror,93582,4365,1,1.5
